product_id,product_name,category,subcategory,cost_price
1,EARUM PLUS,Home,Decor,435.26
2,ipsum Pro,Home,Kitchen,3205.36
3,placeat Classic,Electronics,Laptop,325.36
4,odio Premium,Electronics,Laptop,2702.71
5,iure Classic,Clothing,Men,3136.58
6,sint Classic,Clothing,Women,2351.9
7,unde Premium,Electronics,Laptop,2264.48
8,inventore Premium,Home,Decor,1325.48
9,voluptate Plus,Home,Kitchen,1968.69
10,reprehenderit Premium,Home,Decor,4891.93
11,dolor Pro,Books,Education,3748.88
12,recusandae Plus,Electronics,Accessories,3901.13
13,reiciendis Premium,Clothing,Kids,1328.07
14,maiores Pro,Clothing,Kids,1613.77
15,ipsam Premium,Books,Fiction,1546.04
16,nobis Classic,Books,Fiction,4860.3
17,dolores Premium,Home,Kitchen,4840.18
18,ab Premium,Home,Decor,468.97
19,ipsam Plus,Clothing,Kids,1892.3
20,expedita Premium,Books,Fiction,3396.86
21,est Plus,Home,Decor,630.9
22,temporibus Pro,Clothing,Women,1707.23
23,nostrum Pro,Clothing,Kids,3535.28
24,   HARUM CLASSIC   ,Books,Fiction,4980.04
25,magni Classic,Electronics,Mobile,2322.85
26,deleniti Classic,Books,Comics,4185.1
27,veritatis Pro,Books,Education,2279.01
28,iure Pro,Clothing,Women,4518.31
29,perferendis Plus,Home,Kitchen,4750.15
30,officiis Classic,Books,Fiction,204.65
31,occaecati Classic,Home,Kitchen,4166.11
32,magnam Classic,Clothing,Kids,3894.41
33,inventore Classic,Electronics,Laptop,4012.72
34,placeat Pro,Electronics,Accessories,3963.31
35,quod Classic,Home,Kitchen,2162.71
36,corrupti Pro,Electronics,Accessories,2614.87
37,DOLORIBUS CLASSIC,Electronics,Laptop,3937.81
38,tenetur Pro,Home,Furniture,2067.92
39,sequi Plus,Electronics,Laptop,3080.66
40,beatae Premium,Electronics,Mobile,3589.55
41,hic Premium,Books,Comics,585.97
42,deserunt Classic,Electronics,Accessories,2127.69
43,quidem Plus,Books,Education,1631.37
44,eius Classic,Home,Furniture,547.0
45,fuga Plus,Electronics,Mobile,4077.67
46,sunt Premium,Electronics,Accessories,4380.68
47,autem Pro,Books,Comics,1823.07
48,autem Plus,Clothing,Men,4242.33
49,ad Premium,Home,Kitchen,4241.26
50,   quae Premium   ,Electronics,Accessories,3835.81
51,suscipit Pro,Home,Furniture,3320.99
52,aliquam Pro,Electronics,Mobile,1943.35
53,repellendus Classic,Books,Education,3906.49
54,repellendus Classic,Electronics,Mobile,3402.45
55,necessitatibus Plus,Home,Furniture,1438.52
56,rerum Plus,Electronics,Laptop,3006.36
57,error Classic,Home,Kitchen,137.67
58,amet Classic,Home,Kitchen,687.92
59,quod Plus,Books,Comics,3547.99
60,FACILIS PLUS,Home,Kitchen,191.83
61,quisquam Plus,Electronics,Laptop,2146.7
62,quis Pro,Electronics,Laptop,4743.31
63,optio Premium,Books,Comics,1292.25
64,ullam Pro,Books,Comics,1763.62
65,distinctio Pro,Home,Kitchen,2598.77
66,maiores Classic,Home,Furniture,1066.63
67,mollitia Pro,Clothing,Kids,2521.17
68,et Premium,Books,Comics,839.69
69,repudiandae Plus,Electronics,Laptop,2997.96
70,illum Pro,Home,Decor,378.76
71,deleniti Pro,Home,Kitchen,2367.29
72,officiis Classic,Electronics,Laptop,839.22
73,provident Pro,Electronics,Laptop,4913.69
74,   quaerat Classic   ,Electronics,Accessories,4955.83
75,consectetur Premium,Clothing,Women,3894.88
76,nam Premium,Electronics,Accessories,3424.06
77,maiores Classic,Home,Furniture,793.0
78,provident Plus,Home,Furniture,515.12
79,accusamus Premium,Books,Comics,4161.9
80,UT PLUS,Electronics,Accessories,1613.44
81,excepturi Plus,Clothing,Women,859.23
82,sint Pro,Home,Kitchen,3128.35
83,vitae Classic,Books,Fiction,3161.23
84,   doloremque Plus   ,Clothing,Kids,3625.97
85,quam Premium,Books,Comics,1246.61
86,deserunt Plus,Clothing,Women,3423.7
87,occaecati Premium,Books,Education,2151.44
88,dolore Classic,Clothing,Men,2454.89
89,dolorum Pro,Home,Decor,710.92
90,recusandae Premium,Electronics,Mobile,4172.13
91,recusandae Plus,Electronics,Mobile,2132.99
92,unde Premium,Books,Comics,1937.07
93,dignissimos Pro,Electronics,Laptop,3977.77
94,perspiciatis Premium,Clothing,Men,4172.44
95,MAGNAM PRO,Books,Education,1156.71
96,animi Plus,Clothing,Kids,1575.64
97,est Plus,Electronics,Mobile,407.76
98,placeat Pro,Books,Comics,3620.87
99,eveniet Pro,Home,Furniture,2141.18
100,at Premium,Electronics,Accessories,2585.91
101,   fuga Plus   ,Electronics,Laptop,1929.18
102,maxime Pro,Electronics,Laptop,3178.46
103,eveniet Pro,Home,Kitchen,3249.7
104,animi Plus,Books,Comics,409.19
105,velit Premium,Books,Fiction,4440.37
106,enim Plus,Home,Furniture,1341.24
107,QUAS PREMIUM,Clothing,Women,3313.08
108,magni Premium,Home,Kitchen,2254.71
109,molestias Classic,Books,Education,4629.12
110,optio Plus,Home,Kitchen,4129.47
111,odit Pro,Home,Furniture,1601.83
112,APERIAM PLUS,Books,Fiction,4363.18
113,animi Plus,Home,Decor,4744.73
114,totam Plus,Electronics,Accessories,3429.11
115,   iste Plus   ,Electronics,Mobile,3914.73
116,CORPORIS PLUS,Home,Furniture,851.85
117,voluptatibus Premium,Books,Education,774.71
118,quasi Premium,Home,Furniture,655.9
119,tempora Plus,Clothing,Women,3897.33
120,harum Premium,Books,Fiction,1080.87
121,fuga Plus,Clothing,Men,4986.59
122,repellendus Premium,Home,Decor,1522.78
123,quisquam Classic,Home,Kitchen,694.68
124,REICIENDIS CLASSIC,Clothing,Men,2814.71
125,doloribus Classic,Home,Furniture,1615.52
126,minus Plus,Books,Comics,461.38
127,ullam Pro,Home,Decor,1788.12
128,minus Plus,Clothing,Men,4173.81
129,maiores Classic,Clothing,Women,1204.8
130,repudiandae Premium,Home,Kitchen,1444.81
131,ullam Pro,Home,Decor,4713.87
132,autem Premium,Clothing,Men,4143.66
133,quas Pro,Electronics,Mobile,1396.81
134,EXPLICABO PLUS,Clothing,Kids,4456.08
135,minus Premium,Home,Decor,3456.46
136,et Pro,Home,Furniture,2136.55
137,quas Premium,Books,Fiction,3619.98
138,necessitatibus Classic,Home,Furniture,620.3
139,libero Pro,Clothing,Women,574.38
140,laborum Plus,Home,Furniture,882.53
141,placeat Premium,Home,Decor,4980.25
142,perspiciatis Premium,Books,Education,2026.89
143,SED CLASSIC,Books,Fiction,1478.65
144,ab Pro,Books,Education,4424.03
145,   provident Premium   ,Home,Furniture,2852.9
146,deserunt Premium,Home,Decor,3845.58
147,nulla Pro,Home,Decor,1928.67
148,doloremque Premium,Home,Decor,2594.7
149,eum Pro,Electronics,Mobile,2421.35
150,autem Classic,Books,Fiction,896.26
151,quam Premium,Home,Decor,2500.25
152,temporibus Pro,Home,Furniture,4901.5
153,hic Pro,Home,Decor,3312.4
154,error Pro,Clothing,Kids,3182.22
155,   distinctio Classic   ,Books,Fiction,638.49
156,ea Premium,Electronics,Laptop,1099.07
157,dolore Pro,Books,Comics,2848.35
158,magni Plus,Books,Comics,4569.41
159,sed Premium,Home,Decor,3435.65
160,cumque Plus,Home,Decor,2834.62
161,ut Premium,Clothing,Women,2496.12
162,eum Premium,Books,Education,2761.64
163,nesciunt Classic,Books,Education,3599.29
164,iure Premium,Home,Furniture,4156.96
165,cum Premium,Home,Decor,2975.47
166,perspiciatis Classic,Clothing,Men,2125.18
167,   veniam Classic   ,Books,Fiction,4652.59
168,perferendis Plus,Books,Comics,4823.18
169,perferendis Pro,Home,Furniture,2913.25
170,eos Plus,Electronics,Mobile,4606.21
171,rerum Classic,Books,Education,4637.59
172,dolorem Premium,Electronics,Mobile,4916.67
173,tenetur Plus,Home,Furniture,2570.64
174,neque Pro,Home,Kitchen,3276.6
175,adipisci Premium,Clothing,Men,3810.69
176,exercitationem Plus,Clothing,Kids,525.02
177,aperiam Classic,Electronics,Mobile,133.47
178,debitis Plus,Books,Fiction,1579.53
179,rem Premium,Electronics,Laptop,679.3
180,rerum Plus,Home,Kitchen,4450.23
181,dolorem Pro,Home,Decor,1900.97
182,deleniti Classic,Clothing,Men,4945.31
183,suscipit Plus,Home,Furniture,4145.46
184,quam Pro,Clothing,Kids,1872.75
185,animi Classic,Electronics,Mobile,1707.78
186,rem Classic,Books,Fiction,4504.56
187,dignissimos Plus,Books,Fiction,2863.16
188,aspernatur Premium,Books,Comics,4100.62
